id,filtered_words,features,label_index
R170,certain less size tough like central direction. care offer defense factor. campaign many minute season. experts discuss ongoing developments technology breakthrough.,"(10000,[1020,1195,2227,2958,3192,3330,3357,3543,3614,4506,4687,5188,5310,5416,5447,6675,7140,8928,9288,9462,9547],[2.6330871626287546,3.914021008090819,2.7200985396183848,3.914021008090819,3.8187108282864943,4.019381523748645,4.137164559405029,3.577548771469606,0.6871770135734415,0.691153161953081,0.6832166123573445,4.607168188650764,4.137164559405029,5.523458920524919,3.6516567436233283,4.270695952029551,4.830311739964974,4.270695952029551,4.019381523748645,0.691153161953081,5.117993812416755])",1.0
F110,less treat heart matter finish trial reason we. relate rather fight. — shocking claims celebrity scandal surface internet.,"(10000,[503,988,1195,2402,2412,2837,2944,3410,3486,4687,4921,5850,6578,7281,7936,8338,8750,9808],[0.691153161953081,4.42484663185681,3.914021008090819,4.270695952029551,4.607168188650764,4.42484663185681,3.7316994512968646,4.019381523748645,2.849310271098391,0.6832166123573445,2.849310271098391,0.691153161953081,4.137164559405029,0.6792718340663283,0.691153161953081,0.691153161953081,4.830311739964974,3.7316994512968646])",0.0
F048,real modern third. — shocking claims secret cure surface internet.,"(10000,[503,2336,3892,5850,6747,7281,7936,8151,8338,9691],[0.691153161953081,3.7316994512968646,2.5530444549552183,0.691153161953081,2.5530444549552183,0.6792718340663283,0.691153161953081,4.607168188650764,0.691153161953081,4.137164559405029])",0.0
F082,practice assume send painting modern glass. paper bed consumer social information. hospital similar feel place less. — shocking claims hoax surface internet.,"(10000,[359,503,823,1034,2336,2664,3115,4280,4377,4930,5523,5850,5955,6390,7046,7281,7936,8338,8690,9432,9475,9497],[5.117993812416755,0.691153161953081,3.6516567436233283,4.270695952029551,3.7316994512968646,3.7316994512968646,4.607168188650764,4.42484663185681,2.60568818844064,4.270695952029551,4.270695952029551,0.691153161953081,5.117993812416755,4.019381523748645,4.137164559405029,0.6792718340663283,0.691153161953081,0.691153161953081,4.42484663185681,3.7316994512968646,5.117993812416755,3.914021008090819])",0.0
F187,significant administration executive choice. modern story reveal article activity live old. allow appear financial gas build heart. — shocking claims miracle drug surface internet.,"(10000,[493,503,691,779,1256,1507,1702,2336,2812,3014,4835,5185,5607,5850,6855,7281,7407,7860,7936,8110,8182,8338,8552,9966],[4.019381523748645,0.691153161953081,5.117993812416755,5.117993812416755,3.125563647726549,4.607168188650764,3.914021008090819,3.7316994512968646,5.117993812416755,4.42484663185681,4.42484663185681,3.4440173788450834,4.270695952029551,0.691153161953081,4.137164559405029,0.6792718340663283,4.607168188650764,2.958509563063383,0.691153161953081,5.117993812416755,3.8187108282864943,0.691153161953081,4.42484663185681,4.270695952029551])",0.0
F027,cost left call scientist current. american red perhaps test. vote part read. — shocking claims miracle drug surface internet.,"(10000,[52,503,1256,1259,1662,4490,5146,5850,6000,6226,7281,7652,7860,7936,8338,8740,8960,9214,9459],[4.270695952029551,0.691153161953081,3.125563647726549,4.270695952029551,4.137164559405029,4.019381523748645,3.914021008090819,0.691153161953081,4.42484663185681,3.8187108282864943,0.6792718340663283,4.607168188650764,2.958509563063383,0.691153161953081,0.691153161953081,4.137164559405029,5.117993812416755,4.830311739964974,4.830311739964974])",0.0
F202,thank network paper people defense daughter. term world book interesting ball people. republican structure commercial especially anything final. — shocking claims hoax surface internet.,"(10000,[393,503,1687,2101,2114,2188,2996,3166,3543,3634,4263,4377,4616,5850,6443,6836,7281,7492,7936,8173,8338,8690,9152,9360],[4.137164559405029,0.691153161953081,4.270695952029551,5.523458920524919,4.830311739964974,4.607168188650764,4.137164559405029,4.830311739964974,3.577548771469606,4.019381523748645,4.137164559405029,2.60568818844064,4.137164559405029,0.691153161953081,3.577548771469606,4.607168188650764,0.6792718340663283,4.137164559405029,0.691153161953081,3.8187108282864943,0.691153161953081,4.42484663185681,3.914021008090819,4.019381523748645])",0.0
F197,model hear learn. author look investment young though. clear indeed social style matter process. candidate explain power system shake. — shocking claims secret cure surface internet.,"(10000,[503,823,1035,1562,1611,2402,3056,3892,3996,4358,4842,4934,5341,5850,6176,6747,7102,7281,7809,7936,8000,8077,8338,9012,9350,9939],[0.691153161953081,3.6516567436233283,4.607168188650764,4.42484663185681,4.270695952029551,4.270695952029551,4.42484663185681,2.5530444549552183,3.8187108282864943,4.607168188650764,4.42484663185681,5.117993812416755,4.019381523748645,0.691153161953081,5.523458920524919,2.5530444549552183,4.270695952029551,0.6792718340663283,4.137164559405029,0.691153161953081,4.137164559405029,4.830311739964974,0.691153161953081,5.117993812416755,4.830311739964974,4.607168188650764])",0.0
R128,evening question born field. accept democratic response interview form. office still prove data continue whatever yeah. experts discuss ongoing developments climate change.,"(10000,[743,821,1695,2059,2445,2657,2947,3132,3614,3712,4249,4506,4687,5214,5286,5606,6035,7695,8134,8344,9462,9545],[4.270695952029551,2.849310271098391,4.137164559405029,2.7508701982851385,3.914021008090819,4.42484663185681,5.117993812416755,5.117993812416755,0.6871770135734415,4.42484663185681,5.523458920524919,0.691153161953081,0.6832166123573445,4.019381523748645,3.7316994512968646,4.019381523748645,3.5085558999826545,4.830311739964974,5.117993812416755,4.137164559405029,0.691153161953081,4.137164559405029])",1.0
F157,citizen stage information either table. investment staff good protect. white beat bit. wife truth population low save develop ready. — shocking claims government cover-up surface internet.,"(10000,[8,30,503,1241,1562,1595,2069,2259,2569,3021,3978,4520,5843,5850,6168,6224,6404,7281,7936,8190,8338,8411,8693,9126,9258,9813],[4.42484663185681,4.607168188650764,0.691153161953081,4.019381523748645,4.42484663185681,5.523458920524919,4.270695952029551,2.920769235080536,4.019381523748645,4.019381523748645,4.607168188650764,4.270695952029551,4.42484663185681,0.691153161953081,4.019381523748645,4.137164559405029,4.270695952029551,0.6792718340663283,0.691153161953081,3.914021008090819,0.691153161953081,3.6516567436233283,4.830311739964974,4.137164559405029,5.117993812416755,2.997730276216664])",0.0
F117,area cause security. apply forget short offer visit indicate. — shocking claims hoax surface internet.,"(10000,[316,503,698,1262,2958,4377,4528,5649,5850,7146,7281,7312,7936,8338,8423],[4.607168188650764,0.691153161953081,4.137164559405029,4.137164559405029,3.914021008090819,2.60568818844064,5.117993812416755,3.8187108282864943,0.691153161953081,3.914021008090819,0.6792718340663283,4.830311739964974,0.691153161953081,0.691153161953081,4.607168188650764])",0.0
F173,present however big wait effect. — shocking claims secret cure surface internet.,"(10000,[503,911,1890,3048,3892,5477,5850,6747,7281,7936,8130,8338],[0.691153161953081,4.42484663185681,5.117993812416755,4.137164559405029,2.5530444549552183,4.607168188650764,0.691153161953081,2.5530444549552183,0.6792718340663283,0.691153161953081,4.137164559405029,0.691153161953081])",0.0
F024,drop north trouble help kind. happy law certainly begin today mother simply. usually gun firm choice. — shocking claims aliens surface internet.,"(10000,[354,503,650,673,779,816,1513,1778,2784,2909,2990,3979,5347,5850,7281,7936,8313,8338,8577,8894,9347,9806],[4.137164559405029,0.691153161953081,2.958509563063383,4.42484663185681,5.117993812416755,5.117993812416755,4.270695952029551,4.019381523748645,4.830311739964974,4.137164559405029,4.270695952029551,4.270695952029551,4.019381523748645,0.691153161953081,0.6792718340663283,0.691153161953081,4.137164559405029,0.691153161953081,4.42484663185681,3.8187108282864943,3.5085558999826545,4.019381523748645])",0.0
F096,social reach executive trade claim mission. research issue little kitchen voice. floor save line its. — shocking claims celebrity scandal surface internet.,"(10000,[217,419,503,756,823,1182,1590,3486,4319,4489,4520,4921,5850,6616,7015,7281,7936,8338,8386,8937,9432,9966],[4.019381523748645,4.137164559405029,0.691153161953081,4.42484663185681,3.6516567436233283,4.270695952029551,4.607168188650764,2.849310271098391,3.914021008090819,5.117993812416755,4.270695952029551,2.849310271098391,0.691153161953081,4.019381523748645,5.523458920524919,0.6792718340663283,0.691153161953081,0.691153161953081,4.830311739964974,5.117993812416755,3.7316994512968646,4.270695952029551])",0.0
R247,feeling especially present take. explain animal woman outside paper theory development. suffer everybody since every. experts discuss ongoing developments public health.,"(10000,[613,913,1468,1770,2561,3614,4357,4506,4563,4687,5341,6135,6219,6287,7360,8130,8173,8568,8690,8997,9462],[4.019381523748645,4.830311739964974,4.607168188650764,2.920769235080536,4.830311739964974,0.6871770135734415,5.117993812416755,0.691153161953081,4.607168188650764,0.6832166123573445,4.019381523748645,4.019381523748645,3.0811118851557153,3.914021008090819,3.8187108282864943,4.137164559405029,3.8187108282864943,3.914021008090819,4.42484663185681,4.137164559405029,0.691153161953081])",1.0
F226,spend today floor set like. fly business girl. — shocking claims government cover-up surface internet.,"(10000,[353,503,2259,4319,5342,5374,5850,5944,7281,7370,7936,8338,9190,9806,9813],[4.137164559405029,0.691153161953081,2.920769235080536,3.914021008090819,4.270695952029551,4.019381523748645,0.691153161953081,4.137164559405029,0.6792718340663283,4.830311739964974,0.691153161953081,0.691153161953081,4.830311739964974,4.019381523748645,2.997730276216664])",0.0
F100,near friend international. seek analysis detail right forward day. rise check attention much science trial old. — shocking claims flat earth surface internet.,"(10000,[171,488,503,524,1143,1296,1790,1842,2812,2886,2918,3144,3363,3410,3901,4816,5850,5974,7281,7936,8338,8411,9676],[3.7316994512968646,4.830311739964974,0.691153161953081,3.577548771469606,3.8187108282864943,4.137164559405029,4.019381523748645,5.117993812416755,5.117993812416755,5.523458920524919,3.0385522707369192,3.7316994512968646,4.270695952029551,4.019381523748645,4.607168188650764,4.019381523748645,0.691153161953081,3.4440173788450834,0.6792718340663283,0.691153161953081,0.691153161953081,3.6516567436233283,3.0385522707369192])",0.0
F246,stuff past capital level claim. head director money eight receive great involve. bed car hard opportunity address. — shocking claims government cover-up surface internet.,"(10000,[503,750,1064,1259,1499,1853,1876,2259,3674,4617,5125,5850,6103,6541,6976,7108,7281,7722,7936,8338,8482,9275,9497,9813],[0.691153161953081,4.830311739964974,4.830311739964974,4.270695952029551,3.914021008090819,4.019381523748645,5.117993812416755,2.920769235080536,3.7316994512968646,5.117993812416755,4.019381523748645,0.691153161953081,4.137164559405029,5.117993812416755,3.8187108282864943,4.830311739964974,0.6792718340663283,4.137164559405029,0.691153161953081,0.691153161953081,3.8187108282864943,4.42484663185681,3.914021008090819,2.997730276216664])",0.0
F183,case work help center suffer. energy science director account protect. — shocking claims aliens surface internet.,"(10000,[503,650,1480,1853,3363,5850,6342,6731,7281,7936,8307,8338,8693,9187,9347,9527],[0.691153161953081,2.958509563063383,4.137164559405029,4.019381523748645,4.270695952029551,0.691153161953081,4.137164559405029,5.117993812416755,0.6792718340663283,0.691153161953081,4.270695952029551,0.691153161953081,4.830311739964974,4.270695952029551,3.5085558999826545,4.270695952029551])",0.0
R063,ever mr bit million art police material. method forget lawyer. lot work participant. experts discuss ongoing developments policy.,"(10000,[141,1762,1989,2647,3614,3876,4506,4687,4943,5594,5616,6015,6944,7146,7854,8651,9462,9527],[5.523458920524919,3.6516567436233283,4.270695952029551,4.137164559405029,0.6871770135734415,4.270695952029551,0.691153161953081,0.6832166123573445,4.019381523748645,3.914021008090819,4.607168188650764,4.137164559405029,2.7826188965997183,3.914021008090819,3.8187108282864943,4.137164559405029,0.691153161953081,4.270695952029551])",1.0
R005,main list wind improve. unit read moment degree. certain arrive despite move data next trial help. experts discuss ongoing developments election.,"(10000,[1301,1637,1695,2558,3401,3410,3556,3614,3952,4506,4687,4928,5564,6282,6335,7391,7650,8273,8728,9288,9462],[4.270695952029551,4.830311739964974,4.137164559405029,4.270695952029551,4.270695952029551,4.019381523748645,2.7826188965997183,0.6871770135734415,4.607168188650764,0.691153161953081,0.6832166123573445,5.523458920524919,4.270695952029551,4.137164559405029,3.7316994512968646,4.607168188650764,4.607168188650764,4.270695952029551,3.2208738275308737,4.019381523748645,0.691153161953081])",1.0
R084,goal four couple site result. piece environment hospital. require particular person onto reason cause word. hotel staff produce conference. experts discuss ongoing developments election.,"(10000,[316,934,1243,1648,1898,2407,2663,2944,3133,3249,3556,3614,4319,4506,4687,5006,5089,5891,6224,7670,7702,8449,8984,9462],[4.607168188650764,5.117993812416755,4.607168188650764,4.270695952029551,4.830311739964974,3.914021008090819,4.019381523748645,3.7316994512968646,4.137164559405029,3.2721671219184243,2.7826188965997183,0.6871770135734415,3.914021008090819,0.691153161953081,0.6832166123573445,5.523458920524919,3.5085558999826545,3.7316994512968646,4.137164559405029,5.117993812416755,4.270695952029551,4.019381523748645,4.137164559405029,0.691153161953081])",1.0
R124,key coach huge key thing vote data. last add democratic spend tonight. experts discuss ongoing developments education.,"(10000,[353,2198,3131,3514,3614,3857,3989,4506,4687,5047,5606,6873,9184,9214,9462,9887],[4.137164559405029,4.830311739964974,9.660623479929948,4.270695952029551,0.6871770135734415,4.830311739964974,4.42484663185681,0.691153161953081,0.6832166123573445,2.6902455764687034,4.019381523748645,5.523458920524919,5.117993812416755,4.830311739964974,0.691153161953081,4.270695952029551])",1.0
R118,tv mission community north election. experts discuss ongoing developments research.,"(10000,[1778,3556,3614,4506,4547,4687,6069,7066,8174,9462],[4.019381523748645,2.7826188965997183,0.6871770135734415,0.691153161953081,4.42484663185681,0.6832166123573445,3.7316994512968646,2.8154087194227095,3.914021008090819,0.691153161953081])",1.0
F001,interest garden according resource animal. officer ready medical production brother group. picture economic bar forget mention stock. — shocking claims aliens surface internet.,"(10000,[70,291,503,650,696,1670,2481,2907,4644,5850,5936,6557,7146,7268,7281,7332,7564,7721,7936,8268,8338,8353,9144],[3.914021008090819,3.7316994512968646,0.691153161953081,2.958509563063383,3.6516567436233283,4.137164559405029,3.914021008090819,4.270695952029551,4.607168188650764,0.691153161953081,4.137164559405029,3.914021008090819,3.914021008090819,4.830311739964974,0.6792718340663283,4.270695952029551,4.019381523748645,3.7316994512968646,0.691153161953081,3.577548771469606,0.691153161953081,3.8187108282864943,2.7200985396183848])",0.0
F007,conference person record sign. — shocking claims immortal jellyfish surface internet.,"(10000,[503,2066,3249,4347,5657,5850,7281,7936,8338,9414,9876],[0.691153161953081,2.7508701982851385,3.2721671219184243,4.42484663185681,4.42484663185681,0.691153161953081,0.6792718340663283,0.691153161953081,0.691153161953081,5.117993812416755,2.7508701982851385])",0.0
F046,class difficult car free. factor red tree. place force method well. — shocking claims mind control surface internet.,"(10000,[52,391,503,1208,1712,3184,3674,4007,4391,5850,6015,6390,7281,7936,8338,8833,9357,9561],[4.270695952029551,4.42484663185681,0.691153161953081,2.8844015909096608,5.523458920524919,2.8154087194227095,3.7316994512968646,4.019381523748645,4.270695952029551,0.691153161953081,4.137164559405029,4.019381523748645,0.6792718340663283,0.691153161953081,0.691153161953081,5.117993812416755,5.523458920524919,4.137164559405029])",0.0
R103,information find sometimes. yeah manager recent life teacher usually. stuff beyond close already get understand. experts discuss ongoing developments research.,"(10000,[594,1144,1652,3249,3477,3497,3614,4506,4687,5591,6652,7066,7510,7722,8190,8413,8708,8900,9426,9462],[4.137164559405029,4.607168188650764,4.270695952029551,3.2721671219184243,4.607168188650764,4.607168188650764,0.6871770135734415,0.691153161953081,0.6832166123573445,4.270695952029551,5.523458920524919,2.8154087194227095,4.137164559405029,4.137164559405029,3.914021008090819,3.6516567436233283,3.8187108282864943,4.42484663185681,4.42484663185681,0.691153161953081])",1.0
R037,short price real other. wide often seek evidence child ball own. begin animal sister player good entire. experts discuss ongoing developments budget report.,"(10000,[7,171,656,1262,1513,1738,2054,2836,3521,3614,4506,4687,4991,5432,6168,6604,7244,7360,7492,7813,9231,9462,9691],[4.137164559405029,3.7316994512968646,5.117993812416755,4.137164559405029,4.270695952029551,4.42484663185681,4.830311739964974,3.914021008090819,4.019381523748645,0.6871770135734415,0.691153161953081,0.6832166123573445,2.6330871626287546,2.661258039595451,4.019381523748645,4.019381523748645,3.7316994512968646,3.8187108282864943,4.137164559405029,5.523458920524919,4.830311739964974,0.691153161953081,4.137164559405029])",1.0
F193,kind bed station make. loss full best happy see share trial. bill right family ground push very. — shocking claims secret cure surface internet.,"(10000,[503,763,1790,3032,3892,3947,5329,5347,5354,5850,5978,6044,6466,6487,6747,7281,7576,7936,8135,8297,8338,8415,8897,9497],[0.691153161953081,4.607168188650764,4.019381523748645,5.117993812416755,2.5530444549552183,4.137164559405029,4.137164559405029,4.019381523748645,5.117993812416755,0.691153161953081,4.137164559405029,4.830311739964974,4.830311739964974,3.4440173788450834,2.5530444549552183,0.6792718340663283,5.523458920524919,0.691153161953081,3.914021008090819,3.914021008090819,0.691153161953081,4.607168188650764,3.8187108282864943,3.914021008090819])",0.0
R166,point live key task business build. cell discover send power especially authority. experts discuss ongoing developments election.,"(10000,[493,2006,3056,3131,3210,3556,3614,4170,4416,4506,4687,5374,5523,5598,8173,8451,9462],[4.019381523748645,5.117993812416755,4.42484663185681,4.830311739964974,4.607168188650764,2.7826188965997183,0.6871770135734415,3.8187108282864943,3.7316994512968646,0.691153161953081,0.6832166123573445,4.019381523748645,4.270695952029551,5.117993812416755,3.8187108282864943,4.019381523748645,0.691153161953081])",1.0
F017,reflect daughter growth provide. wide evidence fish safe see position television. worry remember evening short machine really nice. — shocking claims immortal jellyfish surface internet.,"(10000,[320,503,533,1262,1339,1365,1376,2054,2066,2836,4112,5286,5321,5354,5685,5850,7281,7623,7642,7936,8040,8338,8343,8780,9876],[3.577548771469606,0.691153161953081,4.42484663185681,4.137164559405029,4.019381523748645,4.830311739964974,4.137164559405029,4.830311739964974,2.7508701982851385,3.914021008090819,4.137164559405029,3.7316994512968646,4.607168188650764,5.117993812416755,3.577548771469606,0.691153161953081,0.6792718340663283,4.42484663185681,5.523458920524919,0.691153161953081,3.914021008090819,0.691153161953081,3.8187108282864943,5.523458920524919,2.7508701982851385])",0.0
R008,summer away collection order. everyone participant discover full attack give. experts discuss ongoing developments economic growth.,"(10000,[3614,3737,4170,4506,4687,5396,5564,5693,8209,8759,8893,8897,9034,9144,9462,9481],[0.6871770135734415,4.607168188650764,3.8187108282864943,0.691153161953081,0.6832166123573445,3.914021008090819,4.270695952029551,4.137164559405029,4.137164559405029,4.607168188650764,4.137164559405029,3.8187108282864943,2.920769235080536,2.7200985396183848,0.691153161953081,4.607168188650764])",1.0
F071,budget seven federal. congress onto election husband amount between. staff cost marriage threat occur. story poor tonight. — shocking claims celebrity scandal surface internet.,"(10000,[132,503,2516,2782,3011,3486,4319,4490,4921,4991,5850,6224,6229,6855,7208,7222,7281,7850,7936,8070,8103,8338,8728,9184],[4.42484663185681,0.691153161953081,5.117993812416755,5.523458920524919,5.523458920524919,2.849310271098391,3.914021008090819,4.019381523748645,2.849310271098391,2.6330871626287546,0.691153161953081,4.137164559405029,3.7316994512968646,4.137164559405029,3.914021008090819,4.137164559405029,0.6792718340663283,4.42484663185681,0.691153161953081,4.830311739964974,3.914021008090819,0.691153161953081,3.2208738275308737,5.117993812416755])",0.0
F028,laugh machine blue tend. century impact popular reason table century. behind economy student laugh class. — shocking claims mind control surface internet.,"(10000,[217,503,1208,1972,2788,2944,3184,3536,3931,4346,5241,5768,5797,5850,6148,7098,7281,7841,7936,8040,8338],[4.019381523748645,0.691153161953081,2.8844015909096608,3.914021008090819,5.523458920524919,3.7316994512968646,2.8154087194227095,3.914021008090819,3.5085558999826545,3.7316994512968646,4.607168188650764,4.270695952029551,5.117993812416755,0.691153161953081,4.270695952029551,6.766785514057298,0.6792718340663283,4.019381523748645,0.691153161953081,3.914021008090819,0.691153161953081])",0.0
F227,trip later information decade southern admit. able include action inside official guess. yeah car remain debate. — shocking claims immortal jellyfish surface internet.,"(10000,[503,560,2066,2953,3249,3479,3496,3674,3743,3761,5205,5782,5850,6030,6633,7255,7281,7936,8190,8338,8485,9066,9876],[0.691153161953081,4.270695952029551,2.7508701982851385,4.270695952029551,3.2721671219184243,5.523458920524919,4.019381523748645,3.7316994512968646,4.270695952029551,4.607168188650764,4.42484663185681,4.607168188650764,0.691153161953081,4.607168188650764,4.42484663185681,4.830311739964974,0.6792718340663283,0.691153161953081,3.914021008090819,0.691153161953081,4.270695952029551,3.577548771469606,2.7508701982851385])",0.0
R200,appear focus rule system shake economic. make next shoulder model outside push note. everything note player ability relate. experts discuss ongoing developments public health.,"(10000,[343,1770,2007,2180,3525,3614,3681,3931,3996,4506,4687,5978,6219,6604,6756,7102,7848,8182,8273,8568,9156,9462,9599,9909],[4.137164559405029,2.920769235080536,4.830311739964974,4.607168188650764,4.137164559405029,0.6871770135734415,4.830311739964974,3.5085558999826545,3.8187108282864943,0.691153161953081,0.6832166123573445,4.137164559405029,3.0811118851557153,4.019381523748645,4.137164559405029,4.270695952029551,5.117993812416755,3.8187108282864943,4.270695952029551,3.914021008090819,3.914021008090819,0.691153161953081,5.523458920524919,4.42484663185681])",1.0
R225,music idea film western interesting agency leg. western sense challenge recently right cut difference. experts discuss ongoing developments climate change.,"(10000,[524,765,821,1206,1238,1790,2034,2059,3614,3634,4506,4687,5003,5447,5935,5958,6370,8915,9462],[7.155097542939212,4.42484663185681,2.849310271098391,4.830311739964974,4.830311739964974,4.019381523748645,4.830311739964974,2.7508701982851385,0.6871770135734415,4.019381523748645,0.691153161953081,0.6832166123573445,5.117993812416755,3.6516567436233283,4.270695952029551,4.137164559405029,4.607168188650764,5.117993812416755,0.691153161953081])",1.0
R062,respond north become similar daughter. play ahead often amount town see. experts discuss ongoing developments budget report.,"(10000,[7,1778,2173,2500,3614,4506,4687,4715,4991,5432,6836,6975,7046,7090,7222,8268,9462],[4.137164559405029,4.019381523748645,4.137164559405029,4.270695952029551,0.6871770135734415,0.691153161953081,0.6832166123573445,4.830311739964974,2.6330871626287546,2.661258039595451,4.607168188650764,5.523458920524919,4.137164559405029,4.270695952029551,4.137164559405029,3.577548771469606,0.691153161953081])",1.0
F033,truth summer. inside child game middle research yet property. money officer heart total test. — shocking claims hoax surface internet.,"(10000,[503,696,2069,2191,4037,4377,5850,6103,6279,7244,7281,7936,8208,8338,8960,8975,9066,9432,9808,9878],[0.691153161953081,3.6516567436233283,4.270695952029551,5.523458920524919,4.137164559405029,2.60568818844064,0.691153161953081,4.137164559405029,4.019381523748645,3.7316994512968646,0.6792718340663283,0.691153161953081,4.830311739964974,0.691153161953081,5.117993812416755,4.42484663185681,3.577548771469606,3.7316994512968646,3.7316994512968646,4.137164559405029])",0.0
