id,title,filtered_words,label
F202,Hoax Confirmed by Sources,thank network paper people defense daughter. term world book interesting ball people. republican structure commercial especially anything final. — shocking claims hoax surface internet.,FAKE
F197,Secret Cure Confirmed by Sources,model hear learn. author look investment young though. clear indeed social style matter process. candidate explain power system shake. — shocking claims secret cure surface internet.,FAKE
R128,New Report on Climate Change,evening question born field. accept democratic response interview form. office still prove data continue whatever yeah. experts discuss ongoing developments climate change.,REAL
F157,Government Cover-Up Confirmed by Sources,citizen stage information either table. investment staff good protect. white beat bit. wife truth population low save develop ready. — shocking claims government cover-up surface internet.,FAKE
F117,Hoax Confirmed by Sources,area cause security. apply forget short offer visit indicate. — shocking claims hoax surface internet.,FAKE
F173,Secret Cure Confirmed by Sources,present however big wait effect. — shocking claims secret cure surface internet.,FAKE
F024,Aliens Confirmed by Sources,drop north trouble help kind. happy law certainly begin today mother simply. usually gun firm choice. — shocking claims aliens surface internet.,FAKE
F096,Celebrity Scandal Confirmed by Sources,social reach executive trade claim mission. research issue little kitchen voice. floor save line its. — shocking claims celebrity scandal surface internet.,FAKE
R247,New Report on Public Health,feeling especially present take. explain animal woman outside paper theory development. suffer everybody since every. experts discuss ongoing developments public health.,REAL
F226,Government Cover-Up Confirmed by Sources,spend today floor set like. fly business girl. — shocking claims government cover-up surface internet.,FAKE
F100,Flat Earth Confirmed by Sources,near friend international. seek analysis detail right forward day. rise check attention much science trial old. — shocking claims flat earth surface internet.,FAKE
F246,Government Cover-Up Confirmed by Sources,stuff past capital level claim. head director money eight receive great involve. bed car hard opportunity address. — shocking claims government cover-up surface internet.,FAKE
F183,Aliens Confirmed by Sources,case work help center suffer. energy science director account protect. — shocking claims aliens surface internet.,FAKE
R063,New Report on Policy,ever mr bit million art police material. method forget lawyer. lot work participant. experts discuss ongoing developments policy.,REAL
R005,New Report on Election,main list wind improve. unit read moment degree. certain arrive despite move data next trial help. experts discuss ongoing developments election.,REAL
R084,New Report on Election,goal four couple site result. piece environment hospital. require particular person onto reason cause word. hotel staff produce conference. experts discuss ongoing developments election.,REAL
R124,New Report on Education,key coach huge key thing vote data. last add democratic spend tonight. experts discuss ongoing developments education.,REAL
R118,New Report on Research,tv mission community north election. experts discuss ongoing developments research.,REAL
F001,Aliens Confirmed by Sources,interest garden according resource animal. officer ready medical production brother group. picture economic bar forget mention stock. — shocking claims aliens surface internet.,FAKE
F007,Immortal Jellyfish Confirmed by Sources,conference person record sign. — shocking claims immortal jellyfish surface internet.,FAKE
F046,Mind Control Confirmed by Sources,class difficult car free. factor red tree. place force method well. — shocking claims mind control surface internet.,FAKE
R103,New Report on Research,information find sometimes. yeah manager recent life teacher usually. stuff beyond close already get understand. experts discuss ongoing developments research.,REAL
R037,New Report on Budget Report,short price real other. wide often seek evidence child ball own. begin animal sister player good entire. experts discuss ongoing developments budget report.,REAL
F193,Secret Cure Confirmed by Sources,kind bed station make. loss full best happy see share trial. bill right family ground push very. — shocking claims secret cure surface internet.,FAKE
R166,New Report on Election,point live key task business build. cell discover send power especially authority. experts discuss ongoing developments election.,REAL
F017,Immortal Jellyfish Confirmed by Sources,reflect daughter growth provide. wide evidence fish safe see position television. worry remember evening short machine really nice. — shocking claims immortal jellyfish surface internet.,FAKE
R008,New Report on Economic Growth,summer away collection order. everyone participant discover full attack give. experts discuss ongoing developments economic growth.,REAL
F071,Celebrity Scandal Confirmed by Sources,budget seven federal. congress onto election husband amount between. staff cost marriage threat occur. story poor tonight. — shocking claims celebrity scandal surface internet.,FAKE
F028,Mind Control Confirmed by Sources,laugh machine blue tend. century impact popular reason table century. behind economy student laugh class. — shocking claims mind control surface internet.,FAKE
F227,Immortal Jellyfish Confirmed by Sources,trip later information decade southern admit. able include action inside official guess. yeah car remain debate. — shocking claims immortal jellyfish surface internet.,FAKE
R200,New Report on Public Health,appear focus rule system shake economic. make next shoulder model outside push note. everything note player ability relate. experts discuss ongoing developments public health.,REAL
R225,New Report on Climate Change,music idea film western interesting agency leg. western sense challenge recently right cut difference. experts discuss ongoing developments climate change.,REAL
R062,New Report on Budget Report,respond north become similar daughter. play ahead often amount town see. experts discuss ongoing developments budget report.,REAL
F033,Hoax Confirmed by Sources,truth summer. inside child game middle research yet property. money officer heart total test. — shocking claims hoax surface internet.,FAKE
F012,Hoax Confirmed by Sources,old heart finally involve responsibility painting discussion. good base interest study strategy executive officer. agent election company million away. — shocking claims hoax surface internet.,FAKE
R121,New Report on Research,simple quite member nice learn fight begin. ready brother hard create. experts discuss ongoing developments research.,REAL
F210,Aliens Confirmed by Sources,manage campaign arm meet control natural. treat ok man plant. — shocking claims aliens surface internet.,FAKE
F151,Hoax Confirmed by Sources,another son hold. modern style building girl. — shocking claims hoax surface internet.,FAKE
F099,Secret Cure Confirmed by Sources,yeah unit read program more. appear magazine white pay rich civil. — shocking claims secret cure surface internet.,FAKE
R090,New Report on Technology Breakthrough,research quite first purpose. process sort brother never morning lose under. current southern expect. experts discuss ongoing developments technology breakthrough.,REAL
R125,New Report on Budget Report,send rich happy task. must new region check offer option leg. understand speak wrong west. give season seek remember. experts discuss ongoing developments budget report.,REAL
R091,New Report on Climate Change,pattern morning guy environment. authority change play together condition. seek drive ago society carry affect star. experts discuss ongoing developments climate change.,REAL
R157,New Report on Climate Change,task even language name quickly. short thus find tonight agency conference. experts discuss ongoing developments climate change.,REAL
F098,Miracle Drug Confirmed by Sources,generation goal teacher charge field around. hear item attention political friend system common. model understand share right peace voice. window hold staff least. — shocking claims miracle drug surface internet.,FAKE
F164,Immortal Jellyfish Confirmed by Sources,use relationship interesting region possible day personal. year condition oil democratic. — shocking claims immortal jellyfish surface internet.,FAKE
R050,New Report on Economic Growth,animal require notice five outside benefit foot. sister despite specific within. find worker speech. experts discuss ongoing developments economic growth.,REAL
R249,New Report on Climate Change,finish effect boy inside follow mind. easy return attention wear participant out. baby blood better baby say. experts discuss ongoing developments climate change.,REAL
R093,New Report on Election,organization commercial street bed. plant oil until. human hotel face her. experts discuss ongoing developments election.,REAL
R131,New Report on Education,dog name significant. ask ever everything unit score collection language. health research majority serious consumer. experts discuss ongoing developments education.,REAL
F107,Flat Earth Confirmed by Sources,really month world alone security. much family miss always even finish however. — shocking claims flat earth surface internet.,FAKE
F153,Hoax Confirmed by Sources,mr mouth strategy article development. yes condition miss concern able. glass body game live perhaps. — shocking claims hoax surface internet.,FAKE
F091,Flat Earth Confirmed by Sources,certainly else choice hear. structure cup opportunity everything worker. clearly hair word police. cold hot source positive art. — shocking claims flat earth surface internet.,FAKE
R246,New Report on Economic Growth,trade common deal fight world window throughout. clearly military middle. strategy floor young. arrive well sea training political. experts discuss ongoing developments economic growth.,REAL
F004,Secret Cure Confirmed by Sources,medical senior hour. — shocking claims secret cure surface internet.,FAKE
F220,Celebrity Scandal Confirmed by Sources,scene form design. eat force improve subject. yard six. official resource us real fight produce character. — shocking claims celebrity scandal surface internet.,FAKE
F121,Hoax Confirmed by Sources,catch economy recently defense visit maybe. really republican billion record. reality successful mrs fine. — shocking claims hoax surface internet.,FAKE
F245,Mind Control Confirmed by Sources,soldier long rock speak seem. affect risk name nature. point performance front deep reason than. — shocking claims mind control surface internet.,FAKE
R035,New Report on Climate Change,big seven east soldier. contain decision away ability half. office chair artist senior reduce policy. experts discuss ongoing developments climate change.,REAL
R024,New Report on Education,produce result according future mother. price inside clearly war. man study product understand. experts discuss ongoing developments education.,REAL
F079,Miracle Drug Confirmed by Sources,admit sit perform language night behind involve. establish offer partner live. professor tend recent far tonight simply. — shocking claims miracle drug surface internet.,FAKE
R094,New Report on Policy,left lot wish decide minute indicate green. movie place. experts discuss ongoing developments policy.,REAL
R040,New Report on Policy,phone whole national interest car. experts discuss ongoing developments policy.,REAL
F170,Immortal Jellyfish Confirmed by Sources,mission live hope size none. marriage west recent quality. hard somebody ahead. board civil well whose suffer much. — shocking claims immortal jellyfish surface internet.,FAKE
F130,Immortal Jellyfish Confirmed by Sources,air pick nearly seek according population. yeah keep line everybody fund create. describe single whose reflect blue quickly. — shocking claims immortal jellyfish surface internet.,FAKE
R085,New Report on Economic Growth,rule like report people yes. remember maybe suffer address difference citizen. state edge civil difference. southern body thus. experts discuss ongoing developments economic growth.,REAL
R054,New Report on Budget Report,building appear sign. gun notice one drop. suddenly yeah media work house step often. experts discuss ongoing developments budget report.,REAL
R047,New Report on Technology Breakthrough,piece agree forward. peace maintain agency. garden remember success design hit throw develop. position summer north practice seven. experts discuss ongoing developments technology breakthrough.,REAL
R199,New Report on Economic Growth,sea world author politics. plant never knowledge. list even card stand. experts discuss ongoing developments economic growth.,REAL
F062,Miracle Drug Confirmed by Sources,school art knowledge low. article include prevent become song. well project born right child. — shocking claims miracle drug surface internet.,FAKE
R244,New Report on Technology Breakthrough,report benefit million include stop art. reach identify break development too. experts discuss ongoing developments technology breakthrough.,REAL
R107,New Report on Election,yet serve focus city including public early. paper thus call decide everything either discuss management. factor class less goal easy. experts discuss ongoing developments election.,REAL
F148,Aliens Confirmed by Sources,design consumer notice girl. — shocking claims aliens surface internet.,FAKE
F023,Mind Control Confirmed by Sources,building gun study. student serious eye year. church take street. — shocking claims mind control surface internet.,FAKE
R075,New Report on Budget Report,wonder trip human. brother star cover present under. experts discuss ongoing developments budget report.,REAL
R220,New Report on Public Health,attorney candidate upon common education. experts discuss ongoing developments public health.,REAL
R099,New Report on Economic Growth,assume part sure. avoid war than. network debate court necessary stop. experts discuss ongoing developments economic growth.,REAL
F066,Flat Earth Confirmed by Sources,policy senior shoulder operation. — shocking claims flat earth surface internet.,FAKE
F060,Flat Earth Confirmed by Sources,test quite wind likely past single. member across training apply. coach another chair although scientist. — shocking claims flat earth surface internet.,FAKE
F022,Government Cover-Up Confirmed by Sources,prove despite cut three adult edge go. — shocking claims government cover-up surface internet.,FAKE
F127,Mind Control Confirmed by Sources,almost international artist less. son others western within me. — shocking claims mind control surface internet.,FAKE
R212,New Report on Education,west like easy size nature million. experts discuss ongoing developments education.,REAL
F119,Mind Control Confirmed by Sources,voice assume oil. method affect voice responsibility american. even teach newspaper already health environment bill strategy. — shocking claims mind control surface internet.,FAKE
F103,Hoax Confirmed by Sources,station peace beautiful. authority forget gas indicate successful. — shocking claims hoax surface internet.,FAKE
F191,Mind Control Confirmed by Sources,employee center skin of. life night exist per. attention talk list bit property seven cup grow. — shocking claims mind control surface internet.,FAKE
F002,Mind Control Confirmed by Sources,news laugh above. conference fight. head record entire beyond particular might. — shocking claims mind control surface internet.,FAKE
R155,New Report on Election,hit choice culture power option. experts discuss ongoing developments election.,REAL
R006,New Report on Technology Breakthrough,fill forward sometimes lot billion. wonder role clear we. bad choice father able thought together. experts discuss ongoing developments technology breakthrough.,REAL
F086,Government Cover-Up Confirmed by Sources,effort special call information fire. strong common especially expert international talk. history exactly according music southern city so. — shocking claims government cover-up surface internet.,FAKE
R168,New Report on Election,material fact health result. human way probably heart term billion attorney. option chair still eye item middle. experts discuss ongoing developments election.,REAL
R077,New Report on Public Health,board particularly food first. bank general company bed answer improve. bill today owner guess likely every. experts discuss ongoing developments public health.,REAL
F209,Hoax Confirmed by Sources,something game detail southern page maybe baby. meeting second star life. — shocking claims hoax surface internet.,FAKE
R236,New Report on Public Health,chance knowledge name enter mrs. green share song three act. experts discuss ongoing developments public health.,REAL
F186,Aliens Confirmed by Sources,visit maintain bill discussion page. design class another spend. — shocking claims aliens surface internet.,FAKE
R243,New Report on Public Health,debate ready top generation. big rise police. experts discuss ongoing developments public health.,REAL
F094,Immortal Jellyfish Confirmed by Sources,enter trouble lose drive. method start really leave increase let. usually fill network day budget herself. — shocking claims immortal jellyfish surface internet.,FAKE
R032,New Report on Economic Growth,might cost street weight yes coach catch. stay whatever sea remember. experts discuss ongoing developments economic growth.,REAL
R033,New Report on Education,unit collection green think evidence. magazine direction time ever billion. experts discuss ongoing developments education.,REAL
R045,New Report on Technology Breakthrough,rest couple memory hard. similar like successful yet within laugh market present. particular nothing director growth move site toward. table detail experience authority issue hospital. experts discuss ongoing developments technology breakthrough.,REAL
R116,New Report on Education,perform day call candidate. impact quickly space suggest director. experts discuss ongoing developments education.,REAL
F056,Celebrity Scandal Confirmed by Sources,peace drive difference last animal. growth choice amount detail enough interview sound. — shocking claims celebrity scandal surface internet.,FAKE
R043,New Report on Policy,student source east magazine blue decision. detail enough foot week. pretty sure call care. experts discuss ongoing developments policy.,REAL
R145,New Report on Economic Growth,project yeah student walk item. defense education rate expert per. television laugh land song cover himself. experts discuss ongoing developments economic growth.,REAL
F200,Secret Cure Confirmed by Sources,guess exactly everybody. teacher wish color home pressure actually. — shocking claims secret cure surface internet.,FAKE
F034,Celebrity Scandal Confirmed by Sources,decade work choice mr future. speak however. — shocking claims celebrity scandal surface internet.,FAKE
F149,Secret Cure Confirmed by Sources,treatment tough rate page final claim. development thank process human. land ahead gas form realize lay. — shocking claims secret cure surface internet.,FAKE
F051,Secret Cure Confirmed by Sources,manager suggest build draw off. item month whose effort teach. — shocking claims secret cure surface internet.,FAKE
F089,Flat Earth Confirmed by Sources,medical appear. oil arm get interest. marriage present trouble activity. — shocking claims flat earth surface internet.,FAKE
F135,Flat Earth Confirmed by Sources,today community none suddenly. piece human wind control. attention left ten set. hope real community chair. — shocking claims flat earth surface internet.,FAKE
F088,Government Cover-Up Confirmed by Sources,issue long exist. people throughout total record ball wife rule. — shocking claims government cover-up surface internet.,FAKE
R010,New Report on Election,form administration drive change. boy exactly yes reality similar. experts discuss ongoing developments election.,REAL
R211,New Report on Policy,imagine staff best senior positive lot discover short. choose put organization school plan national. experts discuss ongoing developments policy.,REAL
F204,Miracle Drug Confirmed by Sources,blood party pattern fish oil onto. concern opportunity nation decision put language. — shocking claims miracle drug surface internet.,FAKE
F168,Miracle Drug Confirmed by Sources,war professional example understand age deep. point fly person effect determine throw. — shocking claims miracle drug surface internet.,FAKE
R011,New Report on Public Health,line cover detail color window activity. surface need white lead box yet size. experts discuss ongoing developments public health.,REAL
R232,New Report on Climate Change,concern next hotel partner camera. strategy red ok wish. present region point mrs. experts discuss ongoing developments climate change.,REAL
R042,New Report on Public Health,ago various age sound best pressure. institution east race. thus full reality bill source store. win ground task above. experts discuss ongoing developments public health.,REAL
F182,Hoax Confirmed by Sources,case set growth customer course material type. need article environment goal. even officer hold ever speech born. — shocking claims hoax surface internet.,FAKE
F036,Miracle Drug Confirmed by Sources,worry pattern prepare degree project action. today keep worry along should. — shocking claims miracle drug surface internet.,FAKE
F068,Secret Cure Confirmed by Sources,lot take present alone home. involve site sit staff. provide manage use. — shocking claims secret cure surface internet.,FAKE
R015,New Report on Election,fill gun month. common window seat least gas option. party record magazine purpose actually. experts discuss ongoing developments election.,REAL
R147,New Report on Climate Change,general choice four side article explain. appear modern form leader commercial possible space seat. experts discuss ongoing developments climate change.,REAL
F198,Government Cover-Up Confirmed by Sources,less teacher already study agree. friend fish social four. — shocking claims government cover-up surface internet.,FAKE
R081,New Report on Climate Change,control hard bad middle. least huge six tv serious first. guy believe seek material. experts discuss ongoing developments climate change.,REAL
F050,Aliens Confirmed by Sources,century position arm writer. group edge day government. school stay rule. subject prepare test tax song. — shocking claims aliens surface internet.,FAKE
F162,Celebrity Scandal Confirmed by Sources,sure two blue call night. — shocking claims celebrity scandal surface internet.,FAKE
R028,New Report on Technology Breakthrough,money forget end field. experts discuss ongoing developments technology breakthrough.,REAL
R195,New Report on Budget Report,though best anything. organization management west marriage concern. experts discuss ongoing developments budget report.,REAL
F116,Aliens Confirmed by Sources,customer card. care possible training single. — shocking claims aliens surface internet.,FAKE
R018,New Report on Research,mother serve it. leader return loss star. one tax year job individual cost memory. experts discuss ongoing developments research.,REAL
F073,Immortal Jellyfish Confirmed by Sources,public unit idea follow government. office charge about. stop watch answer light pm class. — shocking claims immortal jellyfish surface internet.,FAKE
F059,Miracle Drug Confirmed by Sources,stock base hotel instead single old nor. make lot. — shocking claims miracle drug surface internet.,FAKE
R078,New Report on Budget Report,blood contain center today best. current letter growth catch. second third professor visit yet. experts discuss ongoing developments budget report.,REAL
F216,Secret Cure Confirmed by Sources,price democratic various. unit want person case protect. — shocking claims secret cure surface internet.,FAKE
F206,Celebrity Scandal Confirmed by Sources,walk process star. mrs live nation pick national. — shocking claims celebrity scandal surface internet.,FAKE
R036,New Report on Research,feeling agent newspaper. experts discuss ongoing developments research.,REAL
F104,Aliens Confirmed by Sources,others ago now. moment forget college set. three provide big performance college report. — shocking claims aliens surface internet.,FAKE
F000,Hoax Confirmed by Sources,also create child. network interesting go. — shocking claims hoax surface internet.,FAKE
R136,New Report on Education,guess sense rather. wide participant maintain early every. experts discuss ongoing developments education.,REAL
F019,Immortal Jellyfish Confirmed by Sources,avoid important threat tree least quite meeting. system eight art four. — shocking claims immortal jellyfish surface internet.,FAKE
R012,New Report on Technology Breakthrough,child run red trouble money. year interest husband letter among defense. quality put store. experts discuss ongoing developments technology breakthrough.,REAL
R052,New Report on Education,early buy already. point political theory sister. experts discuss ongoing developments education.,REAL
R123,New Report on Climate Change,product ground meet forward entire. natural common democratic development series amount. experts discuss ongoing developments climate change.,REAL
F040,Government Cover-Up Confirmed by Sources,city almost animal member. attack know face parent explain help. particularly eight good skin imagine. — shocking claims government cover-up surface internet.,FAKE
R160,New Report on Climate Change,shoulder trial easy clear school together the. someone event office. understand response heavy include manage low economic money. experts discuss ongoing developments climate change.,REAL
F067,Immortal Jellyfish Confirmed by Sources,among series idea significant call option election. necessary message clear trip. — shocking claims immortal jellyfish surface internet.,FAKE
R069,New Report on Research,spring money say concern help catch environmental. occur research maintain sort others letter. experts discuss ongoing developments research.,REAL
F160,Mind Control Confirmed by Sources,take trial interesting state seat walk you. — shocking claims mind control surface internet.,FAKE
F053,Hoax Confirmed by Sources,energy different green. property court technology pretty figure positive thing. — shocking claims hoax surface internet.,FAKE
R074,New Report on Education,crime media explain visit bring investment. simply shake operation shoulder every federal represent. experts discuss ongoing developments education.,REAL
R007,New Report on Election,store finally real. issue morning institution relationship soon us. experts discuss ongoing developments election.,REAL
R119,New Report on Climate Change,everything within forward available every. experts discuss ongoing developments climate change.,REAL
R087,New Report on Budget Report,television ready want cultural. experts discuss ongoing developments budget report.,REAL
F145,Miracle Drug Confirmed by Sources,nice bring water beyond into. suffer arm away. citizen ten common serve turn practice approach. — shocking claims miracle drug surface internet.,FAKE
R065,New Report on Budget Report,along determine prove full alone type spend. page admit speech the. condition marriage structure check. experts discuss ongoing developments budget report.,REAL
R208,New Report on Budget Report,administration choice health. experts discuss ongoing developments budget report.,REAL
R048,New Report on Budget Report,senior big design instead source trip assume. maybe change reveal. remember usually well baby community front. experts discuss ongoing developments budget report.,REAL
F076,Aliens Confirmed by Sources,recognize third language country. short think. within ahead sport outside blue protect firm argue. — shocking claims aliens surface internet.,FAKE
R019,New Report on Policy,news face institution focus. peace factor single deal sister economic. experts discuss ongoing developments policy.,REAL
F115,Immortal Jellyfish Confirmed by Sources,worry marriage quickly reason notice. spend church project black smile tough local amount. including image find agency. — shocking claims immortal jellyfish surface internet.,FAKE
R031,New Report on Education,turn sit event goal firm must son. two happy major certain. experts discuss ongoing developments education.,REAL
R190,New Report on Research,pattern staff series something. professional consider action quickly call now. experts discuss ongoing developments research.,REAL
F057,Mind Control Confirmed by Sources,adult player method better education store. environmental deep help customer five young street affect. remember education land first movie never. — shocking claims mind control surface internet.,FAKE
F158,Immortal Jellyfish Confirmed by Sources,give public security professional work amount whole. serve mind since alone. exactly evening listen. late money program foot. — shocking claims immortal jellyfish surface internet.,FAKE
F234,Flat Earth Confirmed by Sources,word first agency investment news difference address soon. local consider record people. — shocking claims flat earth surface internet.,FAKE
F155,Flat Earth Confirmed by Sources,partner stuff need anyone hour talk television yet. official pattern rest suddenly major page. near piece majority someone. — shocking claims flat earth surface internet.,FAKE
F106,Flat Earth Confirmed by Sources,late task prepare level door. quickly deep ok style defense measure. day push space continue religious plant provide. peace poor anyone. — shocking claims flat earth surface internet.,FAKE
R051,New Report on Policy,career rest find small school. task others why. clear eight leader total. experts discuss ongoing developments policy.,REAL
R203,New Report on Education,name series goal evening talk make though up. respond report board land. experts discuss ongoing developments education.,REAL
F063,Secret Cure Confirmed by Sources,say market less identify physical star so. sort also understand sure require act. — shocking claims secret cure surface internet.,FAKE
R080,New Report on Policy,order mention computer peace task. respond resource adult chance student them. experts discuss ongoing developments policy.,REAL
R226,New Report on Public Health,seek fire list partner. democrat marriage live. per kitchen true sort. experts discuss ongoing developments public health.,REAL
F144,Hoax Confirmed by Sources,play well learn moment. — shocking claims hoax surface internet.,FAKE
F241,Flat Earth Confirmed by Sources,experience future fast though tree purpose body. south apply risk democrat. head word research international across hundred indeed. stuff note art run improve reach. — shocking claims flat earth surface internet.,FAKE
R150,New Report on Election,expert industry write loss behind give. election realize product shoulder. body put keep would. experts discuss ongoing developments election.,REAL
R153,New Report on Research,young relate west whose. bring feel training high. oil since sport suffer. experts discuss ongoing developments research.,REAL
F175,Hoax Confirmed by Sources,style company city half interest give. republican make visit father cost. — shocking claims hoax surface internet.,FAKE
F161,Immortal Jellyfish Confirmed by Sources,simple imagine price one. money community including difference beautiful account happy. school coach sort opportunity sing down. — shocking claims immortal jellyfish surface internet.,FAKE
F147,Secret Cure Confirmed by Sources,field thing hundred school. deal support eight he. news pattern ten firm thank area where. — shocking claims secret cure surface internet.,FAKE
F018,Secret Cure Confirmed by Sources,real scene true senior leader. — shocking claims secret cure surface internet.,FAKE
F211,Celebrity Scandal Confirmed by Sources,stop suddenly raise sometimes fish. — shocking claims celebrity scandal surface internet.,FAKE
R117,New Report on Research,find continue oil one. news standard hour important go. experts discuss ongoing developments research.,REAL
F016,Aliens Confirmed by Sources,add necessary share offer opportunity design. professional finally like bring. experience environment state debate fight possible. various situation message heart yet west determine. — shocking claims aliens surface internet.,FAKE
F029,Flat Earth Confirmed by Sources,western production seat remember trouble despite child. structure unit leader describe quality car meet. — shocking claims flat earth surface internet.,FAKE
F205,Celebrity Scandal Confirmed by Sources,side adult media sit serious window. minute son nice nearly. — shocking claims celebrity scandal surface internet.,FAKE
R112,New Report on Economic Growth,military range feeling find. relationship relate perform area. remember woman speak person security. experts discuss ongoing developments economic growth.,REAL
F218,Government Cover-Up Confirmed by Sources,rather federal modern third others every. son card impact challenge often week. high something value feeling southern family around explain. — shocking claims government cover-up surface internet.,FAKE
R187,New Report on Education,perform hard analysis door. experts discuss ongoing developments education.,REAL
F087,Celebrity Scandal Confirmed by Sources,however section mr must teacher. range ability mention mean tax. — shocking claims celebrity scandal surface internet.,FAKE
R171,New Report on Education,religious minute high even help sound admit. bring public simple bit outside high. another create enough wish others. experts discuss ongoing developments education.,REAL
R113,New Report on Technology Breakthrough,drive interview cause upon. experts discuss ongoing developments technology breakthrough.,REAL
R222,New Report on Public Health,painting firm family speak board office. song appear cup senior edge. experts discuss ongoing developments public health.,REAL
F233,Secret Cure Confirmed by Sources,purpose recognize return finally enter poor sister. nature however drive practice yard thousand. instead story change kid customer hour use both. — shocking claims secret cure surface internet.,FAKE
R223,New Report on Climate Change,air case up. meet attack stage whatever. experts discuss ongoing developments climate change.,REAL
F224,Secret Cure Confirmed by Sources,help statement go maintain throughout month give. institution create even single. site heart tv four piece certainly. benefit modern address mention while. — shocking claims secret cure surface internet.,FAKE
R181,New Report on Climate Change,section program. source phone word since similar man. leg director administration whole take well human. experts discuss ongoing developments climate change.,REAL
R056,New Report on Public Health,approach young stand involve century current according. account physical goal sometimes. experts discuss ongoing developments public health.,REAL
R110,New Report on Education,poor design nothing size. past prevent prove mind. many say teach rule. experts discuss ongoing developments education.,REAL
R219,New Report on Education,discover series discussion. character hit relate food able they. experts discuss ongoing developments education.,REAL
R224,New Report on Education,total bed pm adult thank since enough eye. toward national choice participant major spring everyone several. experts discuss ongoing developments education.,REAL
F178,Immortal Jellyfish Confirmed by Sources,bag summer sing. read increase factor send. — shocking claims immortal jellyfish surface internet.,FAKE
F074,Secret Cure Confirmed by Sources,protect discover career hair. anyone imagine special. — shocking claims secret cure surface internet.,FAKE
R034,New Report on Budget Report,catch exactly defense stock husband inside choose. job worry throw top next republican. service firm onto director message population. experts discuss ongoing developments budget report.,REAL
R095,New Report on Policy,require easy middle book magazine. letter left impact dream sometimes level good dog. politics bill entire movie fast. experts discuss ongoing developments policy.,REAL
F011,Aliens Confirmed by Sources,development effort note miss affect travel. land first. check performance current we. — shocking claims aliens surface internet.,FAKE
R162,New Report on Policy,former fire final ago mr. boy poor finally degree account option concern friend. true save happen age area. experts discuss ongoing developments policy.,REAL
R218,New Report on Election,small scientist project. various administration brother star material wife while. experts discuss ongoing developments election.,REAL
F136,Miracle Drug Confirmed by Sources,professor table growth candidate bag. star customer available. yes collection put young represent development dog. — shocking claims miracle drug surface internet.,FAKE
R108,New Report on Economic Growth,score often medical total current enter cover. reason care people. south red ten. experts discuss ongoing developments economic growth.,REAL
R186,New Report on Research,enough close big marriage news issue fund. much mind final message walk majority catch it. experts discuss ongoing developments research.,REAL
R248,New Report on Technology Breakthrough,simple go team central movement dinner. drug ready low identify. experts discuss ongoing developments technology breakthrough.,REAL
F045,Immortal Jellyfish Confirmed by Sources,sometimes beyond similar city contain police war. cover industry nice process. nearly newspaper traditional similar state. — shocking claims immortal jellyfish surface internet.,FAKE
F092,Secret Cure Confirmed by Sources,company behind cultural new weight. fire marriage different. — shocking claims secret cure surface internet.,FAKE
R100,New Report on Technology Breakthrough,contain still group human mission recent value. knowledge top conference agreement. experts discuss ongoing developments technology breakthrough.,REAL
F075,Miracle Drug Confirmed by Sources,break begin tax adult medical republican. political crime glass commercial sister. — shocking claims miracle drug surface internet.,FAKE
R059,New Report on Technology Breakthrough,drug similar president seven information. happen financial care worker production realize. experts discuss ongoing developments technology breakthrough.,REAL
